id,name,email,twitter,group,area,chamber,start_date,end_date
aac7aac4-0ca5-408d-aac9-fa7706929e6e,MASSAOUDOU HAMADOU,,,180,,Assemblée nationale,2011-10-06,""
863384ec-d3f8-438d-a916-d9cbd1ba4b08,MOHAMED BEN OMAR,,,179,,Assemblée nationale,2011-10-06,""
a6188029-a957-4891-a722-4e55677b79a2,MOHAMED CHERIF,,,181,,Assemblée nationale,2011-10-06,""
01492c81-4c0e-415b-8dd8-e17e83e5066c,MOHAMED IMBAREK,,,180,,Assemblée nationale,2011-10-06,""
01e5185a-cbcc-48e3-aed2-5dbd5dd2baf6,MOUSSA ADAMOU,,,182,,Assemblée nationale,2011-10-06,""
beeb99e5-03fa-488e-854f-98e41b610c8b,MOUSSA KALLAM MOUMOUNI,,,181,,Assemblée nationale,2011-10-06,""
204086fe-4a1d-4726-8263-4e0d68ea426f,MOUSSA ZANGAOU,,,180,,Assemblée nationale,2011-10-06,""
f4ed2325-0547-40b6-b1b3-6c99c7d48638,MOUSSABAHOU MOUSSA,,,178,,Assemblée nationale,2011-10-06,""
56fc3a3b-5210-46b1-9357-d06624b8274b,MOUSTAPHA MAI TANIMOUNE,,,181,,Assemblée nationale,2011-10-06,""
ffcce776-dd0a-4257-9726-ec4618c3688b,MOUTARI IDI,,,181,,Assemblée nationale,2011-10-06,""
758675ee-9169-4ca0-b52d-a5f560186049,NANA MARIAMA ELH AMADOU,,,178,,Assemblée nationale,2011-10-06,""
94828f5b-64bf-407e-9a45-76b5c834794c,NASSIROU AMADOU,,,180,,Assemblée nationale,2011-10-06,""
49dea5d9-d749-4328-9fbc-40c47f9e779d,NASSIROU HALIDOU,,,180,,Assemblée nationale,2011-10-06,""
4cb63673-db27-4c6a-9a5e-de6b4f3b2404,NOUHOU MOUSSA,,,180,,Assemblée nationale,2011-10-06,""
2ba93120-55f2-471d-96bb-e3218e7f133d,OULD RISSA ALI BOUBACAR ,,,181,,Assemblée nationale,2011-10-06,""
757eb722-e6af-4bfb-8064-3a8ee7ffaa2e,RABI MAMAN KAILA,,,179,,Assemblée nationale,2011-10-06,""
32cc51bd-339b-495d-ab87-181c10bf06f7,SAADOU AMADOU,,,179,,Assemblée nationale,2011-10-06,""
25d33c36-df84-4704-884e-fdf2a1d95edc,SAADOU DILLE,,,181,,Assemblée nationale,2011-10-06,""
99e10104-18b1-46f9-8690-20a3e9c5a9b8,SABIOU MAMANE,,,181,,Assemblée nationale,2011-10-06,""
5b0fd50c-edd3-401b-8859-1957f86eb028,SAIDOU AMA,,,182,,Assemblée nationale,2011-10-06,""
9fa0d6ac-f762-4e35-a86c-8725758cf2d6,SAIDOU BAKARI,,,180,,Assemblée nationale,2011-10-06,""
aa6540ea-3711-4a71-ac6f-902e9d1720ea,SALA ASSANE AMADOU,,,180,,Assemblée nationale,2011-10-06,""
4aeea37b-128e-49cf-9b27-d994e88f0c3f,SALEY HASSANE,,,181,,Assemblée nationale,2011-10-06,""
87d90615-151e-4e81-be13-553d96fbb45b,SALMA HACHIMOU,,,179,,Assemblée nationale,2011-10-06,""
099ffab8-cb32-45a4-91aa-7a61a74a63cb,SAMAILA ALI,,,181,,Assemblée nationale,2011-10-06,""
